id,  First Name  , Last Name,email,age,salary,hire_date,is_active,department,score,notes,country,phone
1884,  Alice  ,Wright,alice.wright@example.com,60,55482.99,2024-09-21,no,Sales,5.6,,  ,N/A
156,Oscar,Anderson,oscar.anderson@example.com,41,69276.11,2021-03-15,No,Engineering,4.3,  ,Germany,  
1696,Rita,Moore,rita.moore@example.com,65,104188.52,2021-02-15,FALSE,Engineering,5.4,Senior engineer,Germany,
812,Xavier,Hall,xavier.hall@example.com,29,134256.14,2018-08-24,Yes,Legal,6.9,  ,  ,
2820,Pam,Jones,pam.jones@example.com,45,34580.69,2020-12-24,No,Operations,9.4,Good performer,Spain,N/A
1522,  Pam  ,Martinez,pam.martinez@example.com,37,32211.42,2017-03-30,false,Legal,5.5,n/a,  ,  
1594,  Xavier  ,Young,xavier.young@example.com,47,95129.85,2015-02-13,no,Marketing,7.2,Remote worker,,N/A
378,Uma, Anderson ,,42,125777.64,2023-05-05,false,Legal,1.8,  ,UK,+39 330-7692721
435,Tina,Lewis,tina.lewis@example.com,41,100499.03,2020-08-20,No,Finance,2.8,Senior engineer,  ,
134,Laura, Anderson ,not-an-email,43,$50000,2017-04-27,0,IT,4.1,  Needs improvement  ,  ,N/A
2526,  Frank  ,Young,frank.young@example.com,50,"50,000",2017-02-17,no,Legal,5.6,Good performer,  ,N/A
1217,Bob, Hall ,bob.hall@example.com,52,124930.25,2018-05-03,true,Sales,9.1,  ,Italy,  
922,Karl,Scott,karl.scott@example.com,64,35916.06,2016-05-23,1,Sales,7.5,Senior engineer,Italy,N/A
2072,Uma, Moore ,uma.moore@example.com,60,79873.92,2016-10-17,No,Sales,7.9,,Spain,  
922,Karl,Scott,karl.scott@example.com,64,35916.06,2016-05-23,1,Sales,7.5,Senior engineer,Italy,N/A
1181,Quinn,Harris,quinn.harris@example.com,33,49894.27,2019-08-10,1,Sales,1.1,Remote worker,,  
2166,  Sara  ,Anderson,sara.anderson@example.com,24,32699.83,2022-12-31,Yes,Finance,8.6,  ,  ,
1381,Rita,King,rita.king@example.com,48,54865.07,2019-08-30,TRUE,IT,1.2,  ,,  
1994,Paolo,Hall,paolo.hall@example.com,46,99600.67,2020-03-10,TRUE,IT,4.8,Senior engineer,France,+39 380-8875106
2616,  Sara  ,Jones,sara.jones@example.com,43,118663.13,2020-04-21,1,Sales,4.0,  Needs improvement  ,  ,
2274,Carol,Martin,carol.martin@example.com,62,81196.91,2023-02-07,Yes,Marketing,1.9,  Top talent  ,UK,
1636,Sara,Moore,sara.moore@example.com,39,144322.25,2017-12-15,1,Operations,4.9,  Top talent  ,USA,  
1115,Tina, Martinez ,tina.martinez@example.com,31,45573.42,2017-04-10,1,Legal,3.3,  Top talent  ,USA,  
2949,Eve,Hall,eve.hall@example.com,33,48184.53,2015-06-12,yes,Finance,8.9,  Top talent  ,,+39 352-8359626
2853,Carol,White,carol.white@example.com,29,abc,2020-09-14,No,Engineering,7.2,Good performer,Italy,
37,Luca,Wilson,luca.wilson@example.com,40,57297.98,2017-01-04,TRUE,Engineering,7.4,Senior engineer,Germany,N/A
90110,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
1308,Frank, Clark ,frank.clark@example.com,27,128564.03,2022-04-08,FALSE,IT,5.9,Remote worker,USA,
20,Laura,Anderson,laura.anderson@example.com,,56750.83,2022-05-27,no,Legal,4.0,  Needs improvement  ,Germany,  
281,Pam, Martinez ,pam.martinez@example.com,56,,2021-10-26,No,HR,3.0,  Top talent  ,  ,+39 352-8413438
2103,  Wendy  ,King,wendy.king@example.com,57,134133.6,2021-02-05,Yes,IT,6.7,On probation,USA,  
2331,Oscar,Brown,oscar.brown@example.com,32,34457.8,2021-04-20,no,Legal,2.2,n/a,  ,N/A
1347,Frank,Clark,frank.clark@example.com,63,102267.17,2023-01-04,0,Engineering,5.2,,France,+39 340-9983538
699,Nina, King ,nina.king@example.com,54,92878.13,2016-12-31,0,Operations,7.1,Good performer,France,
1130,  Wendy  ,Miller,wendy.miller@example.com,33,143243.15,2016-08-26,No,Marketing,2.0,  Needs improvement  ,  ,  
1589,Rita,Davis,rita.davis@example.com,31,91308.94,2022-04-26,No,IT,7.7,Senior engineer,  ,N/A
826,  Luca  , Wilson ,luca.wilson@example.com,30,126344.41,2017-06-22,false,Sales,6.6,  Needs improvement  ,,N/A
689,Frank,Smith,frank.smith@example.com,57,83816.19,2022-04-17,true,Operations,,Senior engineer,USA,+39 387-6946051
723,Luca,Jackson,luca.jackson@example.com,37,93666.1,2022-05-06,TRUE,Finance,7.8,  Needs improvement  ,Italy,N/A
1518,Uma,Clark,uma.clark@example.com,29,110787.55,2024-09-12,TRUE,IT,2.4,,  ,  
781,Sara, Hall ,sara.hall@example.com,49,39374.82,not-a-date,FALSE,IT,1.4,  Top talent  ,USA,
559,Paolo,Jackson,paolo.jackson@example.com,30,86148.85,2023-02-09,No,Finance,1.1,Senior engineer,Spain,
2486,Grace,Garcia,grace.garcia@example.com,39,109043.0,2015-01-27,yes,Sales,4.8,On probation,,
90016,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
1260,Eve,Young,not-an-email,22,64741.59,2021-07-16,FALSE,Finance,3.2,  Top talent  ,,
361,Uma,Wilson,uma.wilson@example.com,48,62032.17,2018-03-21,yes,Finance,7.2,,,
2605,  Laura  ,Wright,laura.wright@example.com,55,54952.42,2022-07-17,TRUE,Operations,6.4,  ,UK,N/A
438,Oscar, Smith ,oscar.smith@example.com,26,106663.99,2022-07-30,No,Legal,4.1,Remote worker,France,+39 350-1633753
488,Bob,Smith,bob.smith@example.com,25,109251.69,2018-08-10,no,Finance,,,USA,N/A
1804,  Bob  ,Walker,bob.walker@example.com,54,107592.25,2022-11-14,TRUE,Legal,6.6,n/a,,N/A
908,Judy,Jones,judy.jones@example.com,53,87587.03,2017-12-26,no,HR,,On probation,,N/A
1953,Laura,Robinson,laura.robinson@example.com,61,54749.42,2020-03-07,false,Sales,4.4,Senior engineer,Germany,N/A
1585,Zoe,Allen,,41,140751.83,2017-06-05,no,Sales,5.4,,Italy,+39 333-7896441
2198,  Karl  ,Martinez,karl.martinez@example.com,44,30987.59,2018-01-24,yes,Sales,3.8,  ,Italy,  
2989,Rita,Miller,rita.miller@example.com,48,85441.52,2023-06-29,FALSE,IT,2.2,  Top talent  ,  ,N/A
90067,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
2173,  Eve  ,Hall,eve.hall@example.com,40,97241.99,2024-06-14,0,IT,6.0,  Top talent  ,France,  
1876,Karl,Thomas,karl.thomas@example.com,55,89778.32,2019-03-02,yes,Finance,4.2,,,+39 313-6764698
1254,Nina,White,nina.white@example.com,22,46745.98,31/12/2022,Yes,HR,3.5,Good performer,UK,
566,  Sara  ,Brown,sara.brown@example.com,59,86517.44,2017-12-13,true,Engineering,4.0,  ,France,
2443,Frank, Jackson ,frank.jackson@example.com,52,45493.26,2017-01-15,no,Engineering,1.1,Good performer,,N/A
2327,Judy, White ,judy.white@example.com,52,121107.14,2020-02-07,Yes,Engineering,2.4,  Top talent  ,Germany,  
1604,Victor,Martin,victor.martin@example.com,54,103162.57,2022-06-30,FALSE,HR,8.4,  Needs improvement  ,France,+39 345-7913049
1535,Alice,Walker,alice.walker@example.com,,59631.87,2016-03-12,no,Legal,7.7,,Germany,  
1503,Ivan,Walker,ivan.walker@example.com,31,140741.13,2017-06-23,Yes,HR,1.5,  Needs improvement  ,Germany,+39 380-1983940
2055,Eve,Taylor,eve.taylor@example.com,30,73210.01,2023-07-28,No,IT,5.1,Senior engineer,  ,N/A
2745,  Quinn  ,Taylor,,64,53643.46,2017-06-01,FALSE,IT,3.7,n/a,  ,N/A
1097,Carol,Thomas,carol.thomas@example.com,27,109458.34,2021-03-24,FALSE,Finance,4.0,Senior engineer,Germany,
739,Frank,Wilson,frank.wilson@example.com,60,60753.39,2017-03-12,FALSE,Finance,4.5,  ,  ,  
1848,Zoe,Davis,zoe.davis@example.com,50,117521.7,2020-12-07,no,Sales,8.7,  ,Italy,
1234,Sara,Martin,sara.martin@example.com,39,149211.58,2022-09-13,0,Sales,2.8,n/a,UK,  
1896,Pam,Lewis,pam.lewis@example.com,62,74191.94,2023-01-29,no,IT,6.8,,  ,+39 350-7932558
2799,Grace, Allen ,grace.allen@example.com,48,127069.26,TBD,true,Operations,9.8,  Needs improvement  ,,
1597,Uma, Anderson ,uma.anderson@example.com,,39988.5,2015-08-08,FALSE,Marketing,1.8,,Italy,+39 306-8868209
703,Sam,Taylor,sam.taylor@example.com,28,121318.71,2019-06-06,no,Marketing,6.0,  Top talent  ,France,+39 316-9694382
484,  Pam  ,Allen,pam.allen@example.com,39,44255.08,2020-06-26,0,IT,8.2,Senior engineer,Spain,  
717,  Frank  ,Jones,frank.jones@example.com,63,"50,000",2018-06-09,TRUE,IT,10.0,On probation,Italy,+39 334-8685433
90125,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
1358,  Xavier  ,Martinez,xavier.martinez@example.com,31,131344.36,2021-08-14,FALSE,Finance,6.7,On probation,Italy,+39 330-1479448
738,Sam,Jones,sam.jones@example.com,35,57540.72,2020-07-06,true,Operations,7.3,,Spain,  
243,Rita,Clark,rita.clark@example.com,38,71296.83,2019-08-14,false,Operations,8.8,,France,N/A
1026,Eve,Martinez,eve.martinez@example.com,46,119812.6,2017-10-20,no,IT,2.6,Good performer,Spain,
167,Zoe,Thomas,zoe.thomas@example.com,25,32629.55,2021-07-30,yes,Marketing,8.6,On probation,USA,+39 347-7636992
1593,Mike,Robinson,,25,125467.85,2016-07-12,0,Sales,9.0,  Needs improvement  ,,  
1122,Carol,Garcia,carol.garcia@example.com,53,69541.9,2016-02-08,yes,HR,6.3,,  ,N/A
2945,Luca,White,,54,,2017-05-13,FALSE,Engineering,5.0,,Germany,N/A
2263,Oscar,Wilson,oscar.wilson@example.com,30,100553.94,2020-05-06,No,Finance,1.8,Good performer,Spain,N/A
1363,Oscar, Wilson ,oscar.wilson@example.com,37,83071.42,2019-04-28,false,Sales,,On probation,  ,
2731,  Heidi  , Clark ,heidi.clark@example.com,,72385.06,2018-06-14,No,Marketing,6.6,Senior engineer,  ,N/A
1937,Pam,Martinez,,58,86307.47,2024-03-15,1,HR,4.5,Remote worker,Italy,+39 360-6232527
2469,Grace,Wright,,42,143099.9,2024-12-18,FALSE,HR,3.3,  Top talent  ,Germany,  
2311,  Frank  ,Thomas,frank.thomas@example.com,25,,2018-12-16,true,Marketing,6.8,  ,France,N/A
2453,  Heidi  , Jackson ,not-an-email,26,69855.76,2015-03-28,1,Operations,2.1,Senior engineer,  ,
558,Laura,Allen,laura.allen@example.com,,76942.71,2022-10-28,false,IT,4.8,Remote worker,UK,  
116,  Rita  , Martin ,rita.martin@example.com,48,96874.41,2016-07-03,Yes,HR,3.3,On probation,USA,+39 357-7225647
1784,Marco,Scott,marco.scott@example.com,64,110037.41,2020-11-15,No,IT,8.4,  Top talent  ,Italy,  
402,Eve,Wright,eve.wright@example.com,30,90571.66,2020-03-02,No,IT,2.3,On probation,USA,  
2171,Victor, Clark ,victor.clark@example.com,36,52226.44,2023-08-31,false,Marketing,8.7,,  ,N/A
2613,Heidi,King,heidi.king@example.com,54,88237.58,2024-02-13,1,Engineering,8.6,  Needs improvement  ,France,
605,  Xavier  ,King,xavier.king@example.com,30,49708.59,2023-01-07,No,Engineering,3.9,Senior engineer,UK,+39 360-2124878
185,Sara,Jones,sara.jones@example.com,60,78491.81,2018-08-02,yes,Engineering,6.9,  ,Germany,  
2053,Nina,Garcia,nina.garcia@example.com,58,106457.82,2024-12-18,Yes,Legal,,  ,  ,+39 361-3277395
1334,Alice,Smith,alice.smith@example.com,61,115607.99,2016-09-15,yes,Finance,9.5,Remote worker,Spain,
2262,Ivan,Moore,ivan.moore@example.com,39,149376.71,2023-08-15,false,Engineering,9.9,Remote worker,Spain,  
1494,Oscar,Thomas,oscar.thomas@example.com,63,118766.57,2023-09-30,false,Operations,2.5,,  ,
2595,Frank,Martinez,frank.martinez@example.com,40,80147.19,2016-02-09,no,HR,3.7,,Spain,N/A
613,  Marco  ,Thomas,marco.thomas@example.com,32,138686.97,2021-07-31,FALSE,Engineering,9.5,Remote worker,,+39 385-2031520
1361,Zoe,Allen,zoe.allen@example.com,44,43321.14,2015-07-29,0,Operations,5.5,n/a,France,N/A
90026,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
1689,Marco,Clark,marco.clark@example.com,45,32072.71,2022-11-15,false,Legal,1.8,,France,+39 326-3357151
630,Xavier,Taylor,xavier.taylor@example.com,63,,2015-11-21,Yes,Marketing,8.1,,Germany,
310,Luca,Wilson,luca.wilson@example.com,60,106569.95,2022-12-10,false,Marketing,8.7,Senior engineer,,+39 384-4099902
2427,Dave, Martinez ,dave.martinez@example.com,30,107954.49,2022-07-01,Yes,Operations,1.4,  ,Spain,+39 321-7517276
1031,Uma,Martin,uma.martin@example.com,33,129200.18,2023-02-08,TRUE,Sales,1.4,Remote worker,USA,+39 342-5348804
1445,Luca,Jones,luca.jones@example.com,27,121032.11,2018-09-02,1,IT,6.9,Senior engineer,UK,
1327,Grace,Taylor,grace.taylor@example.com,44,107234.86,2015-10-02,1,Operations,4.8,  Top talent  ,UK,
1541,Judy,Walker,judy.walker@example.com,59,100032.84,2019-04-25,Yes,Operations,2.9,Remote worker,USA,  
1465,Ivan, Young ,ivan.young@example.com,26,46978.86,2020-09-05,0,Legal,4.9,,USA,
230,Wendy, Scott ,wendy.scott@example.com,42,79061.41,2016-03-12,yes,Legal,6.9,  ,Germany,N/A
2766,Nina,Walker,nina.walker@example.com,65,34874.75,2017-02-26,Yes,HR,1.8,On probation,  ,
2845,Alice, Martinez ,alice.martinez@example.com,37,64432.68,2024-10-13,No,Finance,3.2,Remote worker,  ,N/A
2488,Ivan,Taylor,ivan.taylor@example.com,53,133872.56,2019-01-06,0,HR,6.5,Good performer,USA,  
1657,Sam,Garcia,sam.garcia@example.com,45,126029.33,2016-12-07,TRUE,IT,2.9,n/a,Spain,
451,Laura, Young ,laura.young@example.com,25,108108.76,2019-10-03,no,HR,5.3,On probation,Italy,N/A
573,Mike,Martinez,mike.martinez@example.com,,"50,000",2019-04-25,No,Engineering,3.0,Remote worker,UK,+39 384-8232405
2846,Heidi,Clark,heidi.clark@example.com,64,126964.71,2024-02-04,TRUE,HR,5.0,Remote worker,  ,N/A
700,Paolo,Harris,paolo.harris@example.com,35,138038.48,2016-04-21,TRUE,Engineering,9.1,On probation,UK,N/A
2518,Uma,Scott,uma.scott@example.com,34,76587.68,2018-06-13,false,Finance,3.2,  ,,+39 321-3939634
90149,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
205,Wendy,Wright,wendy.wright@example.com,37,62831.51,2018-11-05,TRUE,IT,8.2,Senior engineer,,N/A
780,Sara,Moore,sara.moore@example.com,50,60350.39,2019-06-24,No,IT,4.3,,  ,+39 316-7975966
197,  Zoe  ,Martin,zoe.martin@example.com,63,136334.87,2016-11-14,false,Sales,7.3,Good performer,UK,  
1343,  Marco  ,Wright,marco.wright@example.com,58,66371.98,2020-02-23,TRUE,IT,8.6,On probation,France,+39 309-2481041
74,Rita, Allen ,rita.allen@example.com,46,64097.64,2023-02-12,1,Sales,4.0,,UK,  
806,Pam,Anderson,pam.anderson@example.com,41,78824.51,2015-04-18,TRUE,Operations,2.7,  Needs improvement  ,UK,N/A
1040,Heidi,Martin,heidi.martin@example.com,57,66564.34,2023-09-18,false,Engineering,9.8,,UK,
2837,Laura, Thomas ,laura.thomas@example.com,31,112593.53,31/12/2022,1,Operations,7.5,n/a,  ,+39 325-6321178
2878,Karl,Jones,karl.jones@example.com,48,92937.37,2017-02-26,no,IT,3.1,,France,N/A
1088,  Paolo  ,Allen,paolo.allen@example.com,23,100000.93,2018-06-03,No,IT,8.9,Remote worker,Italy,  
1672,  Victor  ,Robinson,victor.robinson@example.com,35,111326.35,2015-11-25,FALSE,Engineering,3.1,  Needs improvement  ,Spain,N/A
1041,  Laura  ,Miller,  laura@example.com ,51,"50,000",2023-03-03,false,IT,3.9,Good performer,,  
110,Victor, Wilson ,victor.wilson@example.com,59,88659.36,2022/12/31,No,Engineering,5.1,n/a,,  
2845,Alice, Martinez ,alice.martinez@example.com,37,64432.68,2024-10-13,No,Finance,3.2,Remote worker,  ,N/A
758,  Dave  ,Clark,dave.clark@example.com,,57869.8,2016-08-26,TRUE,Sales,7.7,Remote worker,Italy,+39 347-2006532
1918,Oscar,Jones,oscar.jones@example.com,64,77145.24,2021-01-23,FALSE,IT,6.1,n/a,,
1705,Bob,Scott,bob.scott@example.com,65,98023.45,2016-09-08,TRUE,Sales,9.8,On probation,  ,
2684,Victor, Allen ,victor.allen@example.com,31,30927.6,2020-10-04,No,Marketing,4.5,,USA,
1519,Yara,Harris,yara.harris@example.com,60,83213.35,2024-12-01,0,Operations,1.9,  ,Spain,  
170,Grace,Moore,grace.moore@example.com,26,72057.74,2023-10-29,false,Engineering,1.4,  Top talent  ,,  
2468,Eve,Miller,eve.miller@example.com,61,68669.05,2023-01-12,0,HR,8.4,Remote worker,Italy,
1643,Nina,Scott,,39,92071.28,2023-04-12,No,Finance,1.9,,  ,
2724,  Tina  ,Martinez,tina.martinez@example.com,49,113255.23,2017-09-23,0,Engineering,9.1,  Needs improvement  ,Germany,  
357,Wendy,Martinez,wendy.martinez@example.com,59,32668.37,2018-07-20,Yes,Legal,3.9,  Needs improvement  ,  ,N/A
2445,Laura,Scott,laura.scott@example.com,62,110158.94,2017-12-18,false,Marketing,7.7,Good performer,Spain,
49,  Wendy  ,Harris,wendy.harris@example.com,63,39637.84,2018-09-07,0,Legal,9.6,  Top talent  ,Italy,
1648,Xavier,Wright,xavier.wright@example.com,50,119249.35,,no,Legal,,,Spain,N/A
1971,Quinn,Moore,quinn.moore@example.com,54,90334.19,2016-11-24,true,Marketing,4.0,  ,  ,  
2908,  Yara  ,Garcia,yara.garcia@example.com,29,74793.64,2021-07-14,true,HR,4.7,n/a,  ,
286,Grace,Young,grace.young@example.com,40,60530.1,2015-10-05,TRUE,Finance,5.6,On probation,Italy,N/A
1112,  Ivan  ,Jones,,22,55182.79,2020-04-28,false,HR,2.0,  Top talent  ,USA,  
2292,Sara, Anderson ,sara.anderson@example.com,37,35598.86,2021-08-18,No,IT,4.0,Remote worker,Germany,+39 322-2967042
440,Grace, Young ,not-an-email,24,"50,000",2020-12-20,no,IT,7.3,n/a,USA,  
1691,Frank,Martin,frank.martin@example.com,30,116497.78,2022-04-15,no,Engineering,10.0,,Spain,N/A
489,Karl,Jackson,karl.jackson@example.com,45,119151.84,2021-08-09,0,Operations,3.1,  ,France,+39 374-7443279
2039,Quinn,Hall,quinn.hall@example.com,23,110284.55,2022-01-01,No,Legal,7.2,  Needs improvement  ,France,+39 334-7994033
1949,Ivan,Robinson,ivan.robinson@example.com,29,103605.67,2024-01-15,TRUE,HR,4.2,  Needs improvement  ,USA,  
2627,Dave,Scott,dave.scott@example.com,60,104442.57,2017-01-12,0,Marketing,5.5,n/a,France,+39 336-3263298
2865,Rita,Davis,rita.davis@example.com,,49803.41,2022-04-08,No,IT,3.8,,Italy,N/A
1791,Judy,King,judy.king@example.com,45,44666.46,2017-08-03,1,Sales,8.2,Senior engineer,France,  
2817,Xavier, Scott ,xavier.scott@example.com,60,35573.15,2018-08-23,1,Engineering,2.3,  Top talent  ,Italy,
2388,Uma,Walker,uma.walker@example.com,44,112403.78,2022-01-20,no,HR,8.2,n/a,Germany,
2666,  Eve  ,Garcia,eve.garcia@example.com,63,79567.78,2017-02-11,0,Engineering,8.5,n/a,UK,
1266,Judy,Wilson,judy.wilson@example.com,36,99105.13,2017-02-27,no,Sales,4.3,n/a,,
1400,Victor, Robinson ,victor.robinson@example.com,56,102540.95,2017-09-02,TRUE,HR,5.3,  Needs improvement  ,,+39 355-5268154
1955,  Sara  ,King,sara.king@example.com,55,75081.7,TBD,FALSE,Operations,3.3,Good performer,USA,  
1765,Xavier,Davis,xavier.davis@example.com,47,TBD,2020-05-15,Yes,Finance,6.8,,Germany,
112,Marco,Clark,marco.clark@example.com,30,108424.09,2018-11-25,false,Sales,9.9,Remote worker,UK,+39 393-4736121
1336,Nina,Smith,nina.smith@example.com,23,90470.32,2016-07-05,Yes,Operations,6.0,,Germany,  
2338,Laura,Lewis,laura.lewis@example.com,40,51793.3,2015-06-25,false,Legal,,On probation,Spain,N/A
659,Zoe,Robinson,zoe.robinson@example.com,27,98871.03,2020-04-02,1,HR,7.8,Remote worker,Germany,
394,Nina, Jones ,nina.jones@example.com,47,121103.09,2022-05-28,yes,Engineering,9.8,n/a,Germany,N/A
2617,  Karl  , Davis ,karl.davis@example.com,61,144717.41,2022-09-22,No,Legal,6.0,  ,,+39 322-2364544
2343,Oscar,Taylor,oscar.taylor@example.com,43,42635.77,2023-12-29,Yes,Marketing,9.2,,  ,
2333,Sam,Clark,sam.clark@example.com,38,107329.93,2024-12-15,Yes,Legal,9.4,,France,  
2248,Heidi,Anderson,heidi.anderson@example.com,35,140295.01,2018-02-01,true,IT,7.2,n/a,Italy,+39 353-4631518
2093,Laura,White,laura.white@example.com,,132246.65,2019-08-02,1,Legal,5.0,  Needs improvement  ,UK,N/A
521,Oscar,Martin,oscar.martin@example.com,45,51227.42,2021-09-02,yes,Legal,4.4,Remote worker,Germany,+39 389-2664720
1788,  Judy  ,Wilson,judy.wilson@example.com,56,58223.59,2019-05-03,1,IT,7.8,Senior engineer,Spain,+39 318-1605599
1070,Judy,Thomas,judy.thomas@example.com,25,135518.35,2018-05-11,no,IT,2.9,  Needs improvement  ,Spain,  
2708,Marco,Martin,marco.martin@example.com,,118387.17,2018-06-07,FALSE,Sales,5.0,  ,France,
1786,Luca,Brown,luca.brown@example.com,35,74207.39,2017-09-10,1,IT,8.2,n/a,UK,+39 345-1753024
,,,,,,,,,,,,
2339,Xavier,Wright,not-an-email,22,124105.96,2019-06-04,true,Operations,9.9,  Top talent  ,France,+39 366-5762192
460,  Victor  ,Clark,victor.clark@example.com,37,59202.72,2016-11-29,false,Marketing,4.9,Good performer,UK,N/A
792,  Judy  , Hall ,not-an-email,47,80156.35,2017-08-21,TRUE,Operations,2.9,  Top talent  ,UK,+39 390-3604144
2401,  Paolo  ,Miller,paolo.miller@example.com,37,"50,000",2019-04-26,FALSE,Legal,2.6,Remote worker,Italy,N/A
679,Quinn,Thomas,quinn.thomas@example.com,48,110037.42,2017-10-26,FALSE,Marketing,1.1,  Top talent  ,France,
904,Grace,Brown,grace.brown@example.com,57,30656.0,2017-03-25,no,Legal,2.4,  Top talent  ,Germany,  
1684,Ivan,Garcia,ivan.garcia@example.com,39,85146.7,2023-03-29,1,Marketing,6.9,  Needs improvement  ,,
2311,  Frank  ,Thomas,frank.thomas@example.com,25,,2018-12-16,true,Marketing,6.8,  ,France,N/A
90115,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
902,Eve,Lewis,eve.lewis@example.com,23,134211.91,2016-03-19,FALSE,Engineering,5.2,,Italy,+39 352-8599460
1698,  Pam  ,Anderson,pam.anderson@example.com,65,115463.98,2024-12-25,0,Operations,6.2,Good performer,UK,
1073,Yara,Hall,yara.hall@example.com,46,79183.11,2018-11-06,no,Finance,2.6,  Needs improvement  ,,+39 332-5302093
45,Zoe,Moore,zoe.moore@example.com,32,67290.02,2015-02-26,0,Legal,1.8,  Needs improvement  ,  ,  
1927,Grace,Taylor,grace.taylor@example.com,40,142081.84,2015-12-11,false,Marketing,5.2,  ,Germany,  
2829,Sara,Martinez,sara.martinez@example.com,45,80453.26,2020-05-03,1,Finance,9.4,Remote worker,Spain,N/A
2094,Paolo,Thomas,paolo.thomas@example.com,36,83975.47,n/a,0,Sales,2.0,,UK,
90047,Short,Row
2378,Oscar,Lewis,oscar.lewis@example.com,23,,2024-01-13,no,Legal,6.7,On probation,Germany,+39 398-9207479
102,Rita,Scott,,39,64534.73,2021-06-06,0,Legal,9.1,Remote worker,Spain,N/A
,,,,,,,,,,,,
258,Uma,Harris,uma.harris@example.com,64,88789.16,2021-12-30,1,Finance,1.4,,USA,  
2704,Mike, Miller ,mike.miller@example.com,26,121157.22,2023-10-15,No,Finance,7.5,,UK,+39 312-1588259
,,,,,,,,,,,,
1533,Ivan,Scott,,25,126800.66,2019-05-02,No,Marketing,3.7,n/a,  ,+39 367-4568180
973,Quinn,Taylor,,43,145373.39,2018-06-27,true,Marketing,10.0,Senior engineer,UK,
90103,Extra,Row,x@x.com,30,50000,2020-01-01,yes,IT,8.0,note,IT,+39-000,EXTRA_FIELD,ANOTHER
2350,Rita,Martinez,rita.martinez@example.com,39,138579.69,2020-02-13,FALSE,Marketing,8.8,,USA,+39 332-7406040
2726,Laura,Martin,laura.martin@example.com,43,51928.48,2017-01-13,yes,Marketing,3.7,n/a,Germany,
2029,Pam,Anderson,pam.anderson@example.com,36,114076.8,2017-11-19,true,Sales,4.2,Good performer,Italy,
183,Alice, Martinez ,alice.martinez@example.com,30,107684.59,2021-09-28,true,HR,3.3,  ,Germany,N/A
2107,Bob,Taylor,,33,75918.55,2024-04-10,false,Finance,8.5,  ,  ,N/A
826,  Luca  , Wilson ,luca.wilson@example.com,30,126344.41,2017-06-22,false,Sales,6.6,  Needs improvement  ,,N/A
2601,Sara,Martinez,sara.martinez@example.com,46,59217.71,2023-01-23,false,Finance,5.6,  ,  ,N/A
1037,Nina,Smith,nina.smith@example.com,32,$50000,31/12/2022,true,Operations,9.4,Senior engineer,Spain,
1986,Heidi, Moore ,not-an-email,28,39321.48,2020-04-08,0,Legal,1.5,  Top talent  ,  ,  
1727,Luca,Wilson,luca.wilson@example.com,34,149143.13,2019-08-10,TRUE,Finance,9.0,Good performer,UK,
765,Rita,Clark,rita.clark@example.com,42,54535.74,2020-03-10,1,Sales,2.1,  ,France,
50,  Marco  ,Brown,marco.brown@example.com,50,49963.77,2018-05-11,true,Engineering,3.9,Good performer,Germany,  
1155,Marco,Wilson,marco.wilson@example.com,48,43759.94,2022-03-18,1,Finance,3.5,  Needs improvement  ,,
2782,Judy,Wilson,judy.wilson@example.com,23,101160.81,2024-05-07,1,Engineering,10.0,  ,USA,N/A
102,Rita,Scott,,39,64534.73,2021-06-06,0,Legal,9.1,Remote worker,Spain,N/A
747,  Ivan  ,Davis,ivan.davis@example.com,43,140966.29,2022-03-28,No,IT,7.8,Senior engineer,Italy,
1688,Paolo,Lewis,paolo.lewis@example.com,48,93870.57,2015-11-30,0,Legal,8.2,  Top talent  ,USA,+39 361-1130641
2943,Paolo, Hall ,paolo.hall@example.com,31,137558.64,2023-02-15,1,Marketing,8.5,  Top talent  ,UK,  
854,Bob,White,bob.white@example.com,46,93337.49,2021-11-12,TRUE,Marketing,3.6,,USA,+39 394-6392076
1247,Judy,Taylor,judy.taylor@example.com,48,147159.2,2021-06-11,TRUE,Engineering,9.2,,,N/A
2465,Nina,Anderson,nina.anderson@example.com,41,125998.21,2021-07-24,1,Finance,8.0,Senior engineer,Germany,+39 327-8009187
2915,Paolo,Lewis,paolo.lewis@example.com,42,39635.1,2020-10-05,1,Marketing,6.8,  Top talent  ,Spain,  
54,  Judy  ,Scott,judy.scott@example.com,50,34003.74,2019-02-03,yes,Marketing,9.2,On probation,,
